restaurant_visits,restaurant_spend_usd,bar_lounge_visits,spa_treatments_count,spa_spend_usd,gym_checkins_count,pool_beach_visits_count,activity_bookings_count,kids_club_sessions,tour_bookings_count,business_center_hours,concierge_requests_count,transport_requests_count,laundry_requests_count,service_complaint_count,total_dining_spend,total_wellness_usage,total_business_services,family_activity_score,guest_cluster
6,327.4,0,0,0.0,0,9,2,7,0,0.0,1,1,0,0,327.4,9,2.0,9,1
3,135.97,0,0,0.0,0,0,0,0,0,1.5,2,2,4,0,210.03,0,9.5,0,3
6,427.46,1,2,354.48,1,2,3,7,1,0.0,3,1,1,0,496.28,5,5.0,11,1
4,320.56,1,1,181.31,1,1,2,0,1,0.0,1,1,1,2,382.5,3,3.0,3,4
7,513.65,4,0,0.0,0,1,2,0,2,2.0,1,0,0,0,864.53,1,3.0,4,0
7,749.84,1,2,496.25,2,5,3,0,4,0.0,2,0,0,0,915.4200000000001,9,2.0,7,2
0,0.0,2,0,0.0,0,0,0,0,0,4.0,2,0,2,2,85.95,0,8.0,0,3
4,267.12,3,0,0.0,1,0,2,0,1,0.0,3,1,2,0,455.86,1,6.0,3,0
6,286.7,0,2,209.33,2,2,5,7,0,0.0,3,1,1,0,390.85,6,5.0,12,1
1,142.18,2,1,255.98,5,2,0,0,1,0.0,3,0,1,0,205.07,8,4.0,1,2
5,514.68,4,2,458.58,1,3,1,0,1,0.0,0,0,2,0,607.89,6,2.0,2,0
8,585.44,9,0,0.0,1,3,0,2,1,0.0,0,0,1,0,779.08,4,1.0,3,0
3,184.77,2,0,0.0,2,1,4,0,5,0.0,3,2,0,0,299.44,3,5.0,9,5
1,58.09,1,0,0.0,1,0,0,0,1,0.3,3,2,7,0,294.0,1,12.3,1,3
5,357.28,3,4,608.41,4,1,3,0,1,0.0,0,0,0,0,408.22999999999996,9,0.0,4,2
7,384.96,2,0,0.0,0,1,2,0,2,0.0,1,1,0,1,417.4,1,2.0,4,0
2,152.15,2,0,0.0,3,0,4,0,5,0.0,4,1,0,1,222.91000000000003,3,5.0,9,5
3,189.01,0,7,685.11,1,3,2,0,0,0.0,1,0,0,0,418.77,11,1.0,2,2
0,0.0,1,1,164.52,0,0,0,0,1,0.0,2,0,0,0,0.0,1,2.0,1,4
3,245.79,1,3,383.64,3,1,4,0,2,0.0,3,0,0,0,387.48,7,3.0,6,2
3,261.37,4,2,335.51,1,8,0,0,2,0.0,0,2,3,0,352.77,11,5.0,2,2
1,68.13,0,0,0.0,0,0,0,0,0,4.2,2,1,3,1,68.13,0,10.2,0,3
2,157.17,0,3,358.08,2,2,0,0,2,0.0,0,0,1,0,241.87,7,1.0,2,2
5,492.07,1,3,730.56,5,4,2,0,0,0.0,1,1,0,0,492.07,12,2.0,2,2
0,0.0,0,0,0.0,0,0,1,0,0,6.3,2,1,2,0,67.37,0,11.3,1,3
4,356.48,0,0,0.0,0,4,2,3,0,0.0,4,0,0,0,356.48,4,4.0,5,1
0,0.0,1,0,0.0,0,0,1,0,0,0.0,1,0,0,0,0.0,0,1.0,1,4
0,0.0,1,0,0.0,0,1,0,0,0,0.0,0,1,1,0,84.22,1,2.0,0,4
2,193.43,0,0,0.0,1,3,3,0,2,0.0,3,1,0,0,258.69,4,4.0,5,5
3,276.11,3,2,176.15,1,4,4,0,0,0.0,5,1,1,0,276.11,7,7.0,4,5
3,108.98,1,0,0.0,0,2,2,0,3,0.0,6,1,1,0,108.98,2,8.0,5,5
7,491.95,0,3,524.42,3,3,3,0,2,0.0,2,0,0,0,667.42,9,2.0,5,2
6,623.31,5,1,259.34,1,0,0,0,1,0.0,0,1,0,1,958.8999999999999,2,1.0,1,0
8,471.51,0,4,485.21,3,5,2,0,2,0.0,0,0,0,0,471.51,12,0.0,4,2
7,773.51,2,2,440.36,0,4,2,0,4,0.0,0,0,1,0,881.84,6,1.0,6,0
1,48.13,1,0,0.0,0,0,0,0,0,2.3,2,2,1,0,142.16,0,7.3,0,3
9,396.43,1,0,0.0,1,5,3,4,0,0.0,0,0,1,1,396.43,6,1.0,7,1
2,145.36,3,1,129.09,4,2,3,0,3,0.0,1,1,1,0,249.95000000000002,7,3.0,6,5
2,223.54,1,1,188.08,2,0,3,0,3,0.0,5,2,0,1,223.54,3,7.0,6,5
5,516.81,2,3,740.54,2,5,3,0,2,0.0,0,1,1,0,802.8899999999999,10,2.0,5,2
7,662.58,0,4,818.47,1,2,0,0,1,0.0,1,1,0,0,703.0,7,2.0,1,2
2,152.5,0,0,0.0,1,5,2,1,0,0.0,0,1,0,0,316.26,6,1.0,3,4
4,426.68,1,3,511.53,1,1,0,0,1,0.0,1,0,0,0,477.86,5,1.0,1,2
5,360.54,1,1,179.55,1,3,2,6,2,0.0,1,0,1,0,552.6700000000001,5,2.0,10,1
0,0.0,1,0,0.0,0,1,2,0,0,2.8,2,3,2,0,294.93,1,9.8,2,3
0,0.0,1,0,0.0,1,1,1,0,0,2.4,2,1,1,0,189.08,2,6.4,1,3
3,259.09,0,0,0.0,1,7,4,2,1,0.0,1,3,0,0,431.41999999999996,8,4.0,7,1
5,303.62,1,4,541.13,5,2,1,0,0,0.0,0,0,0,0,386.52,11,0.0,1,2
6,556.55,2,0,0.0,0,3,1,0,1,0.0,1,2,2,0,614.6899999999999,3,5.0,2,0
2,93.5,0,1,148.66,0,6,3,2,2,0.0,2,0,1,0,93.5,7,3.0,7,1
3,231.3,2,4,763.7,6,0,1,0,0,0.0,0,0,1,1,447.17,10,1.0,1,2
0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0.0,0,1.0,0,4
2,141.55,0,0,0.0,0,2,3,3,1,0.0,3,2,0,0,325.22,2,5.0,7,1
3,261.76,0,3,491.87,1,5,3,0,0,0.0,0,0,3,0,417.45,9,3.0,3,2
6,429.27,5,0,0.0,0,0,0,0,0,0.0,1,1,2,0,593.6,0,4.0,0,0
2,230.1,4,1,230.74,2,4,4,0,1,0.0,1,0,0,0,408.34000000000003,7,1.0,5,2
5,540.43,0,2,355.25,1,6,2,0,1,0.0,1,1,3,0,603.05,9,5.0,3,2
5,494.25,2,1,225.42,1,3,2,0,0,0.0,1,1,4,0,561.29,5,6.0,2,0
6,656.3,1,4,852.25,3,2,1,0,3,0.0,4,1,2,1,745.3599999999999,9,7.0,4,2
5,450.58,2,4,1123.36,2,5,4,0,1,0.0,0,1,0,0,554.73,11,1.0,5,2
3,330.82,2,4,1016.8,2,1,0,0,1,0.0,1,0,2,0,462.51,7,3.0,1,2
1,64.1,1,0,0.0,0,0,0,0,1,3.8,3,2,0,0,64.1,0,8.8,1,3
2,135.12,0,0,0.0,0,0,0,0,1,5.8,2,1,2,0,233.84,0,10.8,1,3
7,669.01,3,1,201.15,2,4,0,0,1,0.0,1,2,1,0,972.5899999999999,7,4.0,1,0
3,196.49,3,1,220.62,2,4,1,0,0,0.0,2,0,2,0,321.16,7,4.0,1,2
2,153.23,0,0,0.0,0,1,0,0,0,0.0,0,0,1,3,153.23,1,1.0,0,4
2,185.12,2,0,0.0,0,0,0,0,0,0.0,1,0,0,0,227.09,0,1.0,0,4
5,214.53,4,0,0.0,1,1,8,0,4,0.0,7,1,1,0,367.56,2,9.0,12,5
7,415.05,7,0,0.0,0,2,0,0,2,0.6,0,2,0,1,504.01,2,2.6,2,0
0,0.0,0,0,0.0,1,7,2,5,3,0.0,2,1,0,0,33.35,8,3.0,10,1
1,97.55,0,0,0.0,0,1,1,0,0,3.7,8,2,0,0,183.74,1,13.7,1,3
1,45.62,0,0,0.0,1,0,0,0,1,0.0,1,0,0,1,45.62,1,1.0,1,4
5,322.46,0,1,159.0,0,0,3,0,2,0.0,3,0,0,0,322.46,1,3.0,5,5
4,348.36,1,0,0.0,1,4,4,0,0,0.0,4,0,0,0,348.36,5,4.0,4,1
3,182.96,2,2,307.8,0,1,3,0,3,1.0,1,2,2,0,277.84000000000003,3,6.0,6,5
8,735.83,4,4,721.21,2,9,2,0,0,0.0,1,1,1,0,735.83,15,3.0,2,2
3,203.32,6,0,0.0,1,0,1,0,0,0.0,1,1,0,0,203.32,1,2.0,1,4
6,558.4,1,2,322.62,0,3,2,0,1,0.0,3,0,0,0,662.3299999999999,5,3.0,3,0
1,81.54,0,0,0.0,1,0,0,0,0,2.5,3,0,4,0,81.54,1,9.5,0,3
4,278.92,4,2,284.68,0,0,0,0,0,0.0,1,0,0,0,621.76,2,1.0,0,0
8,651.15,2,0,0.0,0,0,1,5,2,0.0,2,0,0,0,714.02,0,2.0,8,1
3,143.17,0,0,0.0,2,0,0,0,0,5.2,2,3,0,0,220.26999999999998,2,10.2,0,3
1,53.33,0,1,135.98,2,0,4,0,5,0.0,2,1,0,0,94.69,3,3.0,9,5
1,57.22,0,0,0.0,1,0,0,0,0,0.0,1,1,0,2,57.22,1,2.0,0,4
3,148.3,7,0,0.0,0,0,1,0,1,0.0,2,0,0,0,230.9,0,2.0,2,4
3,352.74,2,7,1579.04,2,5,0,0,1,0.0,3,0,1,0,391.14,14,4.0,1,2
6,320.83,2,0,0.0,1,3,3,0,2,0.0,2,0,0,0,393.63,4,2.0,5,0
2,205.73,0,4,1069.25,3,1,1,0,2,0.7,2,1,2,0,296.09,8,5.7,3,2
8,718.51,1,2,250.16,0,4,3,0,2,1.4,2,0,0,0,718.51,6,3.4,5,0
3,240.55,1,6,1343.39,4,4,0,0,1,0.0,1,0,0,1,331.78000000000003,14,1.0,1,2
6,714.02,3,2,356.65,2,2,2,0,0,0.0,1,0,0,0,767.35,6,1.0,2,0
4,161.71,1,8,614.32,3,0,0,0,0,0.0,2,2,0,0,268.24,11,4.0,0,2
7,654.65,3,0,0.0,1,6,1,2,0,0.0,1,3,1,0,724.11,7,5.0,3,0
1,81.27,3,0,0.0,0,0,0,0,1,4.2,3,2,1,0,256.11,0,10.2,1,3
3,304.16,1,0,0.0,0,3,3,6,0,0.0,1,2,2,0,304.16,3,5.0,9,1
1,106.74,0,2,448.61,4,3,1,0,1,0.0,2,0,0,1,160.01,9,2.0,2,2
7,581.07,1,1,232.51,1,2,4,6,0,0.0,3,1,0,1,581.07,4,4.0,10,1
1,59.18,0,2,212.75,1,5,3,6,1,0.0,1,2,0,0,145.32,8,3.0,10,1
1,122.39,1,0,0.0,0,0,0,0,1,2.2,1,2,2,1,122.39,0,7.2,1,3
7,812.58,4,4,968.38,2,3,2,0,2,0.0,3,1,1,0,1044.25,9,5.0,4,2
5,272.21,0,0,0.0,1,1,2,7,3,0.0,0,0,0,0,422.89,2,0.0,12,1
3,198.88,2,3,132.57,4,0,1,0,1,0.0,1,0,1,0,369.41999999999996,7,2.0,2,2
3,348.35,2,0,0.0,2,3,1,0,2,0.0,3,1,0,0,348.35,5,4.0,3,5
4,196.71,0,0,0.0,1,5,3,0,2,0.0,3,1,0,1,196.71,6,4.0,5,5
0,0.0,2,0,0.0,0,0,1,0,0,2.2,2,3,1,0,0.0,0,8.2,1,3
4,266.45,0,2,336.77,1,5,1,0,1,0.0,1,0,0,0,400.78999999999996,8,1.0,2,2
1,127.51,3,0,0.0,1,2,6,0,3,0.0,4,1,0,0,127.51,3,5.0,9,5
4,310.25,1,1,169.52,3,3,2,0,3,0.0,2,7,0,1,310.25,7,9.0,5,5
4,264.4,1,0,0.0,0,1,4,0,1,3.6,2,1,0,0,524.5699999999999,1,6.6,5,5
7,622.66,1,4,652.5,1,4,3,0,0,0.0,2,0,1,0,671.3,9,3.0,3,2
6,392.33,5,0,0.0,0,0,0,0,0,0.0,0,0,1,1,598.16,0,1.0,0,0
1,71.41,1,0,0.0,3,0,9,0,2,0.0,3,3,1,1,165.61,3,7.0,11,5
3,153.65,0,0,0.0,0,2,2,5,2,0.0,3,1,0,0,153.65,2,4.0,9,1
7,607.29,3,2,286.06,0,1,1,0,1,0.0,1,0,1,0,811.66,3,2.0,2,0
2,182.58,5,0,0.0,0,0,0,0,1,6.9,3,3,0,0,250.32,0,12.9,1,3
4,331.19,0,0,0.0,1,2,3,1,0,1.9,1,2,1,0,331.19,3,5.9,4,1
6,536.98,1,7,1294.0,3,3,1,0,1,0.0,0,1,1,0,861.27,13,2.0,2,2
1,100.81,0,0,0.0,2,4,4,0,4,0.0,3,0,0,0,100.81,6,3.0,8,5
0,0.0,4,0,0.0,2,0,0,0,0,0.4,5,3,2,0,188.12,2,10.4,0,3
6,411.36,1,0,0.0,0,0,1,0,1,0.0,0,2,0,0,764.9300000000001,0,2.0,2,0
5,400.68,0,1,199.17,1,4,5,2,3,1.3,1,0,1,0,400.68,6,3.3,10,1
1,107.92,0,0,0.0,1,2,2,1,1,0.0,4,1,2,0,107.92,3,7.0,4,3
3,205.57,0,1,155.97,2,0,1,0,0,2.5,0,0,0,0,459.38,3,2.5,1,4
2,116.25,4,0,0.0,1,5,4,5,2,0.0,0,0,1,0,116.25,6,1.0,11,1
1,137.84,3,5,938.84,2,3,1,0,0,0.0,1,0,1,0,195.14,10,2.0,1,2
10,1185.68,1,0,0.0,1,0,4,0,0,0.0,5,2,0,0,1185.68,1,7.0,4,0
1,62.47,2,0,0.0,0,2,2,0,1,0.0,1,2,0,0,106.32,2,3.0,3,4
2,147.77,1,0,0.0,1,0,1,0,0,0.0,0,0,0,0,147.77,1,0.0,1,4
6,657.8,0,1,157.72,0,6,3,0,1,0.0,4,2,0,0,893.41,7,6.0,4,1
1,74.21,1,0,0.0,1,0,0,0,0,6.2,5,4,1,0,173.49,1,16.2,0,3
2,252.87,1,0,0.0,1,0,0,0,0,5.5,3,0,2,1,453.11,1,10.5,0,3
5,443.37,2,0,0.0,1,6,1,0,2,0.0,2,1,0,0,533.74,7,3.0,3,0
3,201.72,1,0,0.0,2,3,4,4,0,0.0,1,1,0,1,201.72,5,2.0,8,1
1,29.44,3,0,0.0,1,0,0,0,0,0.0,0,0,0,1,29.44,1,0.0,0,4
4,309.06,3,0,0.0,1,0,1,0,1,0.0,2,0,0,0,388.88,1,2.0,2,0
2,154.79,0,0,0.0,0,0,0,0,1,0.0,2,0,0,2,154.79,0,2.0,1,4
1,66.89,1,0,0.0,0,0,0,0,0,2.9,3,2,2,0,66.89,0,9.9,0,3
3,136.7,1,1,125.21,1,6,0,3,2,0.0,5,0,0,0,136.7,8,5.0,5,1
3,160.25,0,1,110.76,0,5,5,6,2,0.0,3,1,0,0,285.83,6,4.0,13,1
6,129.11,0,0,0.0,0,4,0,4,5,0.0,3,0,1,0,129.11,4,4.0,9,1
2,192.7,2,0,0.0,4,1,4,0,4,0.0,2,1,0,0,248.82,5,3.0,8,5
6,531.77,2,3,512.33,4,6,2,0,2,0.0,1,0,0,0,656.7,13,1.0,4,2
2,71.97,0,0,0.0,0,0,1,0,1,3.6,1,1,0,0,71.97,0,5.6,2,4
6,290.37,0,0,0.0,1,1,1,0,0,0.0,0,0,1,0,481.81,2,1.0,1,4
9,638.92,1,0,0.0,1,0,3,3,2,0.0,0,0,0,0,701.01,1,0.0,8,1
1,72.62,2,0,0.0,2,0,0,0,0,1.5,2,3,4,0,187.66000000000003,2,10.5,0,3
5,329.85,1,3,481.96,1,6,4,0,1,0.0,1,1,2,1,581.62,10,4.0,5,2
3,212.94,4,1,97.43,1,2,0,0,1,0.0,1,1,0,0,212.94,4,2.0,1,4
5,444.31,5,1,221.88,2,0,1,0,0,0.0,1,1,0,0,528.41,3,2.0,1,0
8,812.78,0,2,349.75,3,5,2,0,2,0.0,3,0,1,0,1111.67,10,4.0,4,2
4,361.36,0,0,0.0,1,3,2,7,1,0.0,0,1,0,1,440.76,4,1.0,10,1
5,248.47,2,0,0.0,0,2,0,0,0,0.0,0,2,1,0,364.42,2,3.0,0,4
1,53.61,0,0,0.0,0,0,0,0,0,0.0,0,0,0,2,53.61,0,0.0,0,4
0,0.0,1,0,0.0,1,1,0,0,0,1.7,3,1,1,0,0.0,2,6.7,0,3
6,405.52,3,4,419.97,0,3,4,0,2,0.0,5,3,0,0,576.53,7,8.0,6,5
5,345.79,1,5,365.98,2,3,0,0,2,0.0,0,0,0,0,433.02000000000004,10,0.0,2,2
3,137.57,0,0,0.0,0,0,0,0,0,0.0,1,1,1,0,137.57,0,3.0,0,4
8,724.08,2,4,434.07,1,6,2,0,1,0.0,0,0,0,0,912.27,11,0.0,3,2
5,286.08,0,1,153.96,1,2,2,5,2,0.0,1,4,0,1,286.08,4,5.0,9,1
0,0.0,0,0,0.0,2,0,1,0,0,4.8,2,2,5,0,70.65,2,13.8,1,3
3,235.44,1,1,111.49,2,7,1,0,0,0.0,1,1,1,0,474.55,10,3.0,1,2
3,164.16,0,0,0.0,0,1,1,0,0,0.0,0,0,0,0,164.16,1,0.0,1,4
1,76.34,0,2,210.0,0,3,2,0,1,0.0,2,0,1,0,161.26,5,3.0,3,4
0,0.0,1,0,0.0,0,0,0,0,0,0.0,1,0,0,2,0.0,0,1.0,0,4
0,0.0,0,0,0.0,0,0,0,0,0,2.0,4,2,2,0,66.25,0,10.0,0,3
1,124.85,0,8,1653.36,0,2,2,0,3,0.0,2,0,0,0,159.1,10,2.0,5,2
6,554.16,0,4,780.38,3,5,2,0,2,0.0,1,0,0,0,603.6999999999999,12,1.0,4,2
4,374.17,2,3,453.38,3,8,2,0,0,0.0,1,0,0,0,423.76,14,1.0,2,2
4,373.88,3,0,0.0,1,1,6,0,2,0.0,3,1,2,0,373.88,2,6.0,8,5
3,344.69,1,4,976.73,0,0,3,0,0,3.1,2,0,2,0,344.69,4,7.1,3,2
8,807.86,1,0,0.0,2,0,1,0,1,0.0,2,3,0,1,1075.3400000000001,2,5.0,2,0
1,106.95,3,0,0.0,0,0,1,0,0,0.0,2,2,0,0,401.08,0,4.0,1,4
15,1770.98,4,4,735.55,0,5,0,0,4,0.0,2,1,1,0,1922.78,9,4.0,4,0
12,1095.25,0,0,0.0,1,0,2,3,0,0.0,0,1,1,0,1095.25,1,2.0,5,0
5,532.06,2,5,981.48,1,3,1,0,1,0.0,2,2,2,0,647.04,9,6.0,2,2
3,274.5,0,7,940.27,2,0,3,0,1,0.0,0,0,0,0,274.5,9,0.0,4,2
8,859.73,3,1,214.55,0,1,5,0,3,0.0,5,3,0,0,859.73,2,8.0,8,5
0,0.0,4,1,167.43,2,0,0,0,0,0.2,1,2,3,0,265.06,3,6.2,0,3
1,83.63,2,0,0.0,0,0,1,0,0,5.7,3,2,0,1,203.33999999999997,0,10.7,1,3
4,295.43,2,1,129.94,0,0,1,0,1,0.0,4,2,0,0,492.95000000000005,1,6.0,2,0
5,404.58,2,2,212.63,2,6,1,0,0,0.0,4,1,3,0,680.47,10,8.0,1,2
7,688.61,3,0,0.0,1,4,0,0,1,0.0,2,0,0,0,884.74,5,2.0,1,0
8,357.74,0,2,293.37,0,3,2,0,1,0.0,3,1,0,0,357.74,5,4.0,3,0
0,0.0,3,0,0.0,1,0,0,0,0,3.9,3,1,3,0,185.85,1,10.9,0,3
5,148.91,0,0,0.0,1,4,5,5,1,0.0,2,2,1,0,286.23,5,5.0,11,1
1,80.66,2,0,0.0,0,0,0,0,1,0.0,1,0,0,0,80.66,0,1.0,1,4
3,221.13,7,2,249.41,0,0,0,0,0,0.0,0,1,0,0,468.31,2,1.0,0,0
4,220.23,5,0,0.0,0,0,0,0,0,0.0,1,2,1,0,419.53999999999996,0,4.0,0,0
7,577.78,2,3,346.2,0,5,2,0,0,0.0,1,0,1,1,577.78,8,2.0,2,2
4,67.41,1,4,390.58,6,0,4,0,0,0.0,1,1,1,0,141.48,10,3.0,4,2
5,657.23,2,1,226.08,1,4,1,0,0,0.0,3,0,3,0,780.44,6,6.0,1,0
3,252.32,1,2,332.06,1,2,3,0,3,0.0,2,1,1,0,396.64,5,4.0,6,5
4,288.96,0,4,583.8,0,3,0,0,0,0.0,1,1,1,0,355.54999999999995,7,3.0,0,2
0,0.0,2,0,0.0,3,0,0,0,0,3.9,2,2,3,0,307.85,3,10.9,0,3
0,0.0,1,0,0.0,0,0,0,0,1,0.0,0,0,0,0,71.28,0,0.0,1,4
3,261.55,0,0,0.0,1,4,1,4,4,0.0,1,0,0,0,394.33000000000004,5,1.0,9,1
2,108.42,0,0,0.0,0,0,1,0,1,0.8,3,2,1,0,214.91,0,6.8,2,3
6,483.2,0,1,210.94,0,4,2,4,3,0.0,3,0,0,0,710.76,5,3.0,9,1
3,228.56,0,1,219.12,2,0,4,0,5,4.8,7,3,1,0,228.56,3,15.8,9,5
4,305.28,0,0,0.0,0,4,1,0,1,0.0,1,1,0,1,524.65,4,2.0,2,4
4,314.99,0,1,223.83,0,3,1,3,0,0.0,2,3,0,0,604.48,4,5.0,4,1
9,833.2,1,5,781.44,1,2,2,0,0,0.0,3,3,1,0,927.95,8,7.0,2,2
0,0.0,2,0,0.0,2,0,0,0,1,0.2,2,0,4,4,347.69,2,6.2,1,4
5,551.45,0,4,917.1,3,0,0,0,1,0.0,1,1,0,0,626.6,7,2.0,1,2
2,154.41,2,0,0.0,1,2,2,0,3,0.0,2,2,1,0,154.41,3,5.0,5,5
4,352.17,2,0,0.0,4,5,0,0,2,0.0,5,3,1,1,412.02000000000004,9,9.0,2,5
2,189.91,3,0,0.0,1,0,0,0,0,4.0,1,4,2,0,315.14,1,11.0,0,3
0,0.0,3,0,0.0,1,0,0,0,0,7.3,2,2,1,0,238.33,1,12.3,0,3
4,429.26,1,5,960.26,5,6,0,0,3,0.0,0,0,1,0,631.38,16,1.0,3,2
5,224.88,0,7,894.29,4,2,4,0,2,0.0,4,0,0,1,224.88,13,4.0,6,2
9,449.15,1,0,0.0,0,1,0,0,1,0.0,2,0,0,1,491.38,1,2.0,1,0
1,79.69,2,0,0.0,1,0,0,0,0,3.2,5,2,3,1,130.98,1,13.2,0,3
0,0.0,0,0,0.0,0,1,0,0,0,0.0,0,0,0,1,0.0,1,0.0,0,4
4,147.4,1,5,594.25,3,7,2,0,1,0.0,2,0,1,0,387.3,15,3.0,3,2
3,232.36,1,3,553.58,3,9,3,0,1,0.0,3,0,1,0,279.93,15,4.0,4,2
8,980.8,2,6,1157.14,3,3,1,0,0,0.0,2,0,0,0,1080.1399999999999,12,2.0,1,2
1,81.58,5,0,0.0,0,0,1,0,0,0.0,0,1,1,0,164.44,0,2.0,1,4
4,369.19,1,0,0.0,1,4,2,0,1,0.0,4,0,4,0,488.62,5,8.0,3,3
6,694.1,4,2,402.08,1,5,2,0,2,0.0,3,0,1,0,754.22,8,4.0,4,0
3,218.06,0,0,0.0,0,3,5,5,2,0.0,1,2,2,1,218.06,3,5.0,12,1
6,653.63,2,2,350.62,2,4,4,0,1,0.0,3,1,3,0,693.19,8,7.0,5,2
6,359.79,3,0,0.0,0,1,0,0,0,0.0,0,0,1,0,709.21,1,1.0,0,0
0,0.0,0,0,0.0,2,0,0,0,1,5.8,3,3,1,0,0.0,2,12.8,1,3
1,49.04,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,49.04,0,1.0,0,4
6,612.0,2,3,608.88,0,4,2,0,0,0.0,5,0,0,0,805.14,7,5.0,2,2
5,372.86,2,4,463.81,0,4,2,0,0,0.0,4,1,2,1,372.86,8,7.0,2,2
5,426.51,1,0,0.0,0,5,0,0,0,0.0,3,2,1,0,536.74,5,6.0,0,0
7,695.82,1,0,0.0,0,1,2,0,0,0.0,0,1,0,1,1170.0,1,1.0,2,0
5,332.69,4,4,646.86,1,4,2,0,1,0.0,3,0,1,0,621.02,9,4.0,3,2
0,0.0,1,1,210.09,1,0,0,0,0,0.4,4,1,0,0,173.29,2,5.4,0,4
5,300.04,2,0,0.0,2,4,1,7,3,0.0,1,1,0,0,420.09000000000003,6,2.0,11,1
0,0.0,0,0,0.0,0,0,0,0,0,4.2,3,1,3,1,161.08,0,11.2,0,3
4,276.5,4,0,0.0,1,1,1,0,0,0.0,0,2,0,0,276.5,2,2.0,1,4
6,416.45,2,5,643.51,2,2,3,0,2,0.0,0,0,0,1,416.45,9,0.0,5,2
8,232.06,0,0,0.0,0,2,1,6,1,0.0,1,0,0,0,232.06,2,1.0,8,1
2,181.6,3,1,187.84,3,1,4,0,4,0.0,5,3,2,0,181.6,5,10.0,8,5
6,340.02,1,0,0.0,1,3,1,0,1,0.0,2,2,0,0,340.02,4,4.0,2,0
7,492.02,0,1,108.5,0,5,1,3,0,0.0,1,1,1,0,645.39,6,3.0,4,1
3,246.5,1,3,576.98,1,2,2,0,3,0.0,2,2,1,0,705.51,6,5.0,5,2
2,113.66,0,0,0.0,0,0,1,3,4,1.2,4,1,1,0,205.63,0,7.2,8,5
2,207.54,2,1,181.33,2,1,3,0,4,0.0,6,2,0,0,309.47,4,8.0,7,5
6,461.11,0,0,0.0,2,5,0,5,0,0.0,2,0,1,0,610.29,7,3.0,5,1
2,220.31,1,1,120.7,1,0,0,0,0,3.7,5,6,0,1,297.27,2,14.7,0,3
0,0.0,0,0,0.0,0,1,1,0,2,0.0,1,1,0,3,0.0,1,2.0,3,4
2,240.58,1,3,657.47,1,0,2,0,3,0.0,0,0,0,0,460.06,4,0.0,5,2
3,82.51,0,0,0.0,2,2,3,10,2,1.3,1,3,1,1,147.18,4,6.3,15,1
4,457.53,0,0,0.0,0,4,5,4,0,0.0,3,1,2,0,591.5899999999999,4,6.0,9,1
0,0.0,0,0,0.0,0,0,0,0,1,2.8,5,2,0,1,92.7,0,9.8,1,3
8,403.23,2,3,560.99,1,0,1,0,2,0.0,0,0,0,0,677.71,4,0.0,3,0
2,276.14,3,0,0.0,0,2,5,0,2,0.0,5,1,0,0,329.08,2,6.0,7,5
9,731.26,1,0,0.0,0,0,1,0,1,0.0,0,0,0,0,836.2,0,0.0,2,0
0,0.0,1,0,0.0,2,0,0,0,0,6.8,4,1,1,0,98.52,2,12.8,0,3
4,246.22,0,1,192.43,1,2,3,0,1,0.0,2,1,0,0,310.21,4,3.0,4,4
5,315.6,2,0,0.0,2,1,2,0,4,0.0,4,1,1,0,411.89000000000004,3,6.0,6,5
4,308.69,0,8,1287.69,3,2,2,0,1,0.0,2,1,0,0,308.69,13,3.0,3,2
1,56.41,0,0,0.0,0,0,1,0,0,0.0,0,0,0,1,56.41,0,0.0,1,4
0,0.0,2,0,0.0,0,0,0,0,0,3.0,1,3,2,1,148.77,0,9.0,0,3
2,165.58,1,6,771.82,4,3,1,0,1,0.0,1,0,2,0,225.0,13,3.0,2,2
9,507.15,2,0,0.0,0,0,1,0,0,0.0,1,0,0,1,843.67,0,1.0,1,0
5,246.0,2,0,0.0,0,1,2,0,1,0.0,2,1,1,0,497.0,1,4.0,3,0
9,724.96,0,5,499.6,1,5,0,0,1,0.0,0,0,1,0,815.51,11,1.0,1,2
0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,0,1,1,88.25,0,2.0,0,4
4,326.95,0,0,0.0,0,1,2,7,3,0.0,2,1,1,0,326.95,1,4.0,12,1
4,200.32,3,0,0.0,0,0,0,0,0,0.0,2,0,1,0,373.0,0,3.0,0,4
4,352.18,0,3,619.52,3,4,2,0,1,0.0,1,1,0,0,415.88,10,2.0,3,2
7,704.72,1,1,226.84,0,2,0,0,0,0.0,2,1,0,1,778.45,3,3.0,0,0
3,189.02,0,1,153.31,0,1,2,0,2,0.0,1,2,0,0,302.74,2,3.0,4,4
4,225.37,4,0,0.0,1,0,1,0,1,0.0,0,1,1,2,689.65,1,2.0,2,0
5,463.82,4,0,0.0,3,4,1,0,0,0.0,5,1,0,0,463.82,7,6.0,1,0
7,576.79,0,3,596.28,2,2,1,0,1,0.0,1,1,2,0,655.5999999999999,7,4.0,2,2
5,395.32,4,4,409.79,4,1,0,0,2,0.0,0,1,3,0,475.1,9,4.0,2,2
2,177.96,0,3,422.96,3,5,1,0,0,0.0,1,1,1,0,177.96,11,3.0,1,2
1,78.5,1,0,0.0,0,0,1,0,0,0.0,0,0,1,0,78.5,0,1.0,1,4
